timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
1450044000,0.016933642,-0.15366414,0.4063488,0.0,0.9763754,0.023755433,-0.073471636,0.20181346,0.0,0.0,-0.12144824,1,0,0,0,0,0
1450136000,-0.0051478962,-0.022565613,0.4058691,0.0,0.97941965,-0.00024703407,-0.011569736,0.20150259,0.0,0.0,-0.12003215,1,0,0,0,0,0
1450228000,-0.0015644048,-0.00625717,0.4058691,0.0,0.9794747,-0.0001355994,-0.0032220264,0.20154111,0.0,0.0,-0.14671473,1,0,0,0,0,0
1450340000,0.0020776554,-0.000766644,0.4058691,0.0,0.9794787,0.0010947664,-0.0001660858,0.20154482,0.0,0.0,-0.23135862,1,0,0,0,0,0
1450436000,0.0015481592,-0.00012834802,0.4058691,0.0,0.979479,0.00077112886,9.31544e-05,0.20154452,0.0,0.0,-0.3054706,1,0,0,0,0,0
1450548000,0.00042871188,0.0012892447,0.4058691,0.0,0.9794792,8.003706e-05,0.00067459646,0.20154434,0.0,0.0,-0.39142525,1,0,0,0,0,0
1450640000,0.0011796177,0.0017310289,0.4058691,0.0,0.97947896,0.0004032657,0.000966626,0.20154396,0.0,0.0,-0.45858708,1,0,0,0,0,0
1450732000,0.0013864919,0.0019352701,0.4058691,0.0,0.9794788,0.0004839983,0.0010874982,0.20154375,0.0,0.0,-0.52790976,1,0,0,0,0,0
1450844000,0.0025915594,0.0025674521,0.4058691,0.0,0.97947806,0.0010104604,0.0015185388,0.20154259,0.0,0.0,-0.60991716,1,0,0,0,0,0
1450940000,0.0014645087,0.003380569,0.4058691,0.0,0.97947794,0.0003765596,0.0018031789,0.20154299,0.0,0.0,-0.61486703,1,0,0,0,0,0
1451032000,0.003908113,0.0074745542,0.4058691,0.0,0.97947216,0.001160719,0.004054397,0.20153557,0.0,0.0,-0.6041003,1,0,0,0,0,0
1451144000,0.0040916507,0.008600231,0.4058691,0.0,0.97947,0.0011371635,0.004624174,0.20153365,0.0,0.0,-0.61282593,1,0,0,0,0,0
1451236000,0.0042788517,0.008421113,0.4058691,0.0,0.97947025,0.0012468931,0.0045553166,0.20153348,0.0,0.0,-0.6089735,1,0,0,0,0,0
1451332000,0.004018995,0.0069879866,0.4058691,0.0,0.9794728,0.0012640555,0.0038272808,0.20153601,0.0,0.0,-0.6179351,1,0,0,0,0,0
1451444000,0.0035550485,0.0065239253,0.4058691,0.0,0.97947377,0.0010836096,0.0035532627,0.20153746,0.0,0.0,-0.6196524,1,0,0,0,0,0
1451536000,0.0035883922,0.007972814,0.4058691,0.0,0.97947145,0.0009539278,0.004266194,0.2015356,0.0,0.0,-0.55965,1,0,0,0,0,0
1451648000,0.005518183,0.00787692,0.4058691,0.0,0.9794702,0.0019086789,0.0044136904,0.20153156,0.0,0.0,-0.54412764,1,0,0,0,0,0
1451740000,0.0060704835,0.00819397,0.4058691,0.0,0.9794692,0.0021472082,0.0046246126,0.20152973,0.0,0.0,-0.5646511,1,0,0,0,0,0
1451836000,0.0052620866,0.007821433,0.4058691,0.0,0.9794706,0.0017888511,0.0043607103,0.20153221,0.0,0.0,-0.55951345,1,0,0,0,0,0
1451948000,0.005371804,0.0097505525,0.4058691,0.0,0.9794668,0.0016481733,0.0053165187,0.20152862,0.0,0.0,-0.5619383,1,0,0,0,0,0
1452040000,0.0067097037,0.009188108,0.4058691,0.0,0.9794666,0.0023600687,0.0051758834,0.20152618,0.0,0.0,-0.559945,1,0,0,0,0,0
1452132000,0.006551379,0.009450563,0.4058691,0.0,0.9794663,0.0022560824,0.005288462,0.20152605,0.0,0.0,-0.5598919,1,0,0,0,0,0
1452244000,0.0058044405,0.009347288,0.4058691,0.0,0.9794673,0.0019006898,0.0051626214,0.20152824,0.0,0.0,-0.5602246,1,0,0,0,0,0
1452340000,0.0061191935,0.009856516,0.4058691,0.0,0.9794659,0.002003516,0.0054437215,0.2015264,0.0,0.0,-0.56112254,1,0,0,0,0,0
1452436000,0.0054569463,0.009843955,0.4058691,0.0,0.97946656,0.0016804574,0.005370839,0.20152818,0.0,0.0,-0.56278574,1,0,0,0,0,0
1452548000,0.0050733015,0.009899753,0.4058691,0.0,0.97946674,0.0014869506,0.005359507,0.20152912,0.0,0.0,-0.56267536,1,0,0,0,0,0
1452640000,0.0052004945,0.009966973,0.4058691,0.0,0.9794665,0.0015424669,0.005405244,0.20152867,0.0,0.0,-0.5620878,1,0,0,0,0,0
1452732000,0.005469781,0.010507959,0.4058691,0.0,0.9794651,0.0016198263,0.005697314,0.20152692,0.0,0.0,-0.5634763,1,0,0,0,0,0
1452844000,0.0062566013,0.0114185205,0.4058691,0.0,0.97946227,0.0019133921,0.0062225247,0.20152277,0.0,0.0,-0.5618335,1,0,0,0,0,0
1452940000,0.0058422475,0.011973669,0.4058691,0.0,0.9794612,0.0016545238,0.006452645,0.20152292,0.0,0.0,-0.56302816,1,0,0,0,0,0
1453032000,0.0060056485,0.011733928,0.4058691,0.0,0.9794616,0.0017587069,0.0063517024,0.20152292,0.0,0.0,-0.5631738,1,0,0,0,0,0
1453144000,0.0057243034,0.009848009,0.4058691,0.0,0.9794663,0.0018109824,0.005399764,0.20152749,0.0,0.0,-0.56110054,1,0,0,0,0,0
1453236000,0.00434149,0.010371134,0.4058691,0.0,0.9794662,0.0010810542,0.005516616,0.20153035,0.0,0.0,-0.56196386,1,0,0,0,0,0
1453332000,0.004071107,0.009516247,0.4058691,0.0,0.9794682,0.0010347904,0.0050707054,0.20153236,0.0,0.0,-0.56433004,1,0,0,0,0,0
1453444000,0.0039246287,0.0097449245,0.4058691,0.0,0.97946775,0.00094001007,0.0051679374,0.20153241,0.0,0.0,-0.56139094,1,0,0,0,0,0
1453536000,0.0035982954,0.009378677,0.4058691,0.0,0.9794687,0.0008171022,0.00495569,0.20153372,0.0,0.0,-0.56235564,1,0,0,0,0,0
1453648000,0.0033895283,0.008898441,0.4058691,0.0,0.9794698,0.0007632575,0.004699466,0.2015349,0.0,0.0,-0.56327987,1,0,0,0,0,0
1453740000,0.0032317345,0.009785145,0.4058691,0.0,0.979468,0.000596623,0.0051178127,0.2015341,0.0,0.0,-0.5621533,1,0,0,0,0,0
1453836000,0.0035355173,0.009206365,0.4058691,0.0,0.9794691,0.00080372224,0.004864977,0.20153414,0.0,0.0,-0.5630056,1,0,0,0,0,0
1453948000,0.0031515413,0.011904071,0.4058691,0.0,0.9794627,0.00034381525,0.0061474363,0.20153153,0.0,0.0,-0.56218255,1,0,0,0,0,0
1454040000,0.0039548036,0.01077287,0.4058691,0.0,0.9794654,0.0008511958,0.0056743943,0.20153078,0.0,0.0,-0.5643055,1,0,0,0,0,0
1454132000,0.0038487613,0.009661974,0.4058691,0.0,0.979468,0.0009112144,0.005119669,0.20153268,0.0,0.0,-0.5639047,1,0,0,0,0,0
1454244000,0.0040590796,0.009361424,0.4058691,0.0,0.9794685,0.001044503,0.0049936725,0.20153262,0.0,0.0,-0.5637122,1,0,0,0,0,0
1454340000,0.004914093,0.007860138,0.4058691,0.0,0.9794708,0.001614526,0.0043446,0.20153292,0.0,0.0,-0.56398976,1,0,0,0,0,0
1454432000,0.0050690724,0.008968539,0.4058691,0.0,0.97946864,0.0015787244,0.0049030366,0.20153074,0.0,0.0,-0.5650836,1,0,0,0,0,0
1454544000,0.005256623,0.008431684,0.40467396,0.0,0.97958976,0.0017274601,0.004657989,0.20094584,0.0,0.0,-0.561961,1,0,0,0,0,0
1454636000,0.0039626155,0.009526124,0.40467396,0.0,0.9795885,0.0009836897,0.005064024,0.20094728,0.0,0.0,-0.56358534,1,0,0,0,0,0
1454732000,0.0044529103,0.009041408,0.40467396,0.0,0.9795892,0.0012725387,0.0048758755,0.20094676,0.0,0.0,-0.5641601,1,0,0,0,0,0
1454844000,0.004054251,0.010047154,0.40467396,0.0,0.9795873,0.0009762175,0.0053284266,0.20094624,0.0,0.0,-0.56468195,1,0,0,0,0,0
1454936000,0.0035650723,0.008739407,0.40467396,0.0,0.9795903,0.0008680262,0.004638753,0.20094933,0.0,0.0,-0.564163,1,0,0,0,0,0
