timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
1449032000,0.9976195,1.0214614,11.832703,1.0
1449036000,3.2355316,3.3128693,11.832703,1.0
1449040000,2.485139,2.5445676,11.832703,1.0
1449044000,2.3664877,2.4230275,11.832703,1.0
1449048000,-1.3011141,-1.3322077,11.832703,1.0
1449052000,2.8634357,2.931894,11.832703,1.0
1449056000,2.1797037,2.231807,11.832703,1.0
1449064000,2.682082,2.7461822,11.832703,1.0
1449068000,-1.5437773,-1.5806632,11.832703,1.0
1449072000,2.8662572,2.934782,11.832703,1.0
1449076000,0.72787154,0.7452652,11.832703,1.0
1449080000,-1.6543336,-1.6938704,11.832703,1.0
1449084000,3.0800931,3.1536798,11.832703,1.0
1449088000,-0.69141245,-0.70793384,11.832703,1.0
1449092000,3.7310538,3.8202488,11.832703,1.0
1449096000,1.4623605,1.4973087,11.832703,1.0
1449104000,-2.1320267,-2.1829786,11.832703,1.0
1449108000,-3.4481678,-3.5305858,11.832703,1.0
1449116000,-0.28882998,-0.2957346,11.832703,1.0
1449124000,-1.9859182,-2.033371,11.832703,1.0
1449128000,0.9546392,0.9774538,11.832703,1.0
1449132000,-0.9631313,-0.9861502,11.832703,1.0
1449140000,1.3863827,1.4195112,11.832703,1.0
1449144000,-2.438385,-2.4966564,11.832703,1.0
1449148000,2.8340092,2.9017377,11.832703,1.0
1449152000,2.1531117,2.2045696,11.832703,1.0
1449160000,-2.6792958,-2.7433476,11.832703,1.0
1449164000,-2.2373917,-2.2908661,11.832703,1.0
1449168000,-1.565414,-1.602816,11.832703,1.0
1449176000,-1.707584,-1.7483968,11.832703,1.0
1449180000,-2.2775319,-2.3319685,11.832703,1.0
1449188000,2.2568266,2.310744,11.832703,1.0
1449196000,1.8738072,1.9185774,11.832703,1.0
1449204000,0.87995416,0.9009814,11.832703,1.0
1449208000,2.447599,2.5060866,11.832703,1.0
1449212000,-2.450334,-2.5089126,11.832703,1.0
1449216000,1.5216205,1.5579818,11.832703,1.0
1449220000,-2.3513546,-2.407531,11.832703,1.0
1449224000,2.1779761,2.2300403,11.832703,1.0
1449232000,-0.35958463,-0.36817983,11.832703,1.0
1449236000,1.6487776,1.6881917,11.832703,1.0
1449244000,-2.6889846,-2.7532518,11.832703,1.0
1449252000,-3.5391464,-3.6237204,11.832703,1.0
1449256000,-4.2203097,-4.3211904,11.832703,1.0
1449264000,-2.0561078,-2.1052558,11.832703,1.0
1449268000,-3.0729895,-3.1464357,11.832703,1.0
1449272000,4.198383,4.2987432,11.832703,1.0
1449280000,-2.348601,-2.4047062,11.832703,1.0
1449284000,1.6433346,1.6825937,11.832703,1.0
1449292000,2.7285018,2.7937214,11.832703,1.0
1449296000,2.3907437,2.4478846,11.832703,1.0
1449304000,-2.7850275,-2.8515851,11.832703,1.0
1449312000,-1.0420971,-1.0670052,11.832703,1.0
1449316000,-2.7491126,-2.8148355,11.832703,1.0
1449320000,-0.9671705,-0.990289,11.832703,1.0
1449328000,-2.894622,-2.963814,11.832703,1.0
1449336000,-2.7050586,-2.7697089,11.832703,1.0
1449340000,-2.5339587,-2.5945249,11.832703,1.0
1449348000,1.8927394,1.9379834,11.832703,1.0
1449356000,2.692283,2.7566628,11.832703,1.0
1449364000,-2.3967824,-2.4540796,11.832703,1.0
1449368000,2.67554,2.7394812,11.832703,1.0
1449376000,-1.2683055,-1.2986276,11.832703,1.0
1449380000,-3.4432492,-3.5255368,11.832703,1.0
1449388000,0.8670491,0.8877629,11.832703,1.0
1449392000,-3.0616536,-3.134833,11.832703,1.0
1449396000,-4.238202,-4.339495,11.832703,1.0
1449400000,-3.1108632,-3.185198,11.832703,1.0
1449404000,-4.2256536,-4.3266377,11.832703,1.0
1449408000,5.0197296,5.139707,11.832703,1.0
1449412000,-1.0683584,-1.093891,11.832703,1.0
1449420000,-1.5207264,-1.5570685,11.832703,1.0
1449428000,-1.6080943,-1.6465276,11.832703,1.0
1449432000,2.6202378,2.6828363,11.832703,1.0
1449436000,3.6925228,3.780784,11.832703,1.0
1449440000,1.6578677,1.6974921,11.832703,1.0
1449444000,-2.7943265,-2.8610756,11.832703,1.0
1449452000,-1.6913859,-1.7318206,11.832703,1.0
1449456000,-1.6563939,-1.6959862,11.832703,1.0
1449460000,-3.5014725,-3.585147,11.832703,1.0
1449464000,3.2091691,3.2858458,11.832703,1.0
1449468000,-1.7243416,-1.7655598,11.832703,1.0
1449472000,2.37996,2.4368508,11.832703,1.0
1449476000,0.92784727,0.9500245,11.832703,1.0
1449480000,-1.2149788,-1.2440138,11.832703,1.0
1449488000,1.2372628,1.2668283,11.832703,1.0
1449492000,2.38897,2.4460564,11.832703,1.0
1449496000,2.3896759,2.4467833,11.832703,1.0
1449500000,-1.6948626,-1.7353691,11.832703,1.0
1449504000,-2.1749516,-2.2269268,11.832703,1.0
1449508000,1.8010353,1.8440822,11.832703,1.0
1449512000,3.5843985,3.670065,11.832703,1.0
1449516000,3.5329578,3.6174176,11.832703,1.0
1449520000,1.8197483,1.8632423,11.832703,1.0
1449528000,2.6274989,2.690291,11.832703,1.0
1449532000,-3.7046645,-3.793191,11.832703,1.0
1449536000,2.7574987,2.823413,11.832703,1.0
1449540000,-2.0909493,-2.1409078,11.832703,1.0
1449548000,-3.4673939,-3.5502543,11.832703,1.0
1449552000,-3.3875508,-3.4685032,11.832703,1.0
1449556000,-2.248506,-2.302258,11.832703,1.0
1449560000,2.8110657,2.878254,11.832703,1.0
1449568000,-3.0018535,-3.0735989,11.832703,1.0
1449572000,0.6760326,0.69218713,11.832703,1.0
1449580000,2.1854825,2.2376916,11.832703,1.0
1449588000,-1.5578791,-1.5951022,11.832703,1.0
1449592000,3.441033,3.523254,11.832703,1.0
1449596000,-1.7282498,-1.7695684,11.832703,1.0
1449600000,-3.921629,-4.0153484,11.832703,1.0
1449604000,-2.4882886,-2.5477648,11.832703,1.0
1449608000,-3.019873,-3.092021,11.832703,1.0
1449616000,-4.1601634,-4.2595944,11.832703,1.0
1449620000,2.4447463,2.5031796,11.832703,1.0
1449624000,1.0067239,1.0307771,11.832703,1.0
1449632000,2.386125,2.4431367,11.832703,1.0
1449636000,2.6770928,2.7410803,11.832703,1.0
1449640000,-0.58221185,-0.59612745,11.832703,1.0
1449644000,0.84846014,0.86873937,11.832703,1.0
1449648000,1.1361892,1.1633313,11.832703,1.0
1449652000,-2.32058,-2.3760257,11.832703,1.0
1449656000,2.1781895,2.2302556,11.832703,1.0
1449660000,-2.789815,-2.8564749,11.832703,1.0
1449668000,-3.2628639,-3.340855,11.832703,1.0
1449676000,2.339857,2.395776,11.832703,1.0
1449684000,-2.8964708,-2.9657123,11.832703,1.0
1449688000,-3.1827302,-3.2587593,11.832703,1.0
1449692000,3.0320647,3.1045265,11.832703,1.0
1449696000,-2.7793508,-2.845767,11.832703,1.0
1449700000,1.6002948,1.638545,11.832703,1.0
1449704000,2.151791,2.2032113,11.832703,1.0
1449708000,2.3257225,2.3812726,11.832703,1.0
1449716000,1.3962252,1.429603,11.832703,1.0
1449724000,-3.088195,-3.1619997,11.832703,1.0
1449732000,3.0513394,3.1242704,11.832703,1.0
1449736000,-3.3288512,-3.4084153,11.832703,1.0
1449740000,0.8883136,0.9095426,11.832703,1.0
1449748000,2.0795667,2.1292691,11.832703,1.0
1449752000,-3.3862503,-3.4671519,11.832703,1.0
1449756000,-4.298686,-4.401447,11.832703,1.0
1449760000,0.93453735,0.95687073,11.832703,1.0
1449764000,3.2075517,3.2841806,11.832703,1.0
1449768000,-1.2547503,-1.2847323,11.832703,1.0
1449772000,0.7329129,0.7504278,11.832703,1.0
1449776000,-2.7341342,-2.799478,11.832703,1.0
1449780000,-2.052189,-2.1012344,11.832703,1.0
1449788000,2.3887796,2.4458668,11.832703,1.0
1449796000,-3.2999527,-3.3788013,11.832703,1.0
1449800000,-3.3060493,-3.3850539,11.832703,1.0
1449804000,-1.6532552,-1.6927648,11.832703,1.0
1449808000,2.8669848,2.9355104,11.832703,1.0
1449816000,3.297123,3.3758922,11.832703,1.0
1449824000,3.0628257,3.136037,11.832703,1.0
1449828000,3.0319746,3.1044297,11.832703,1.0
1449832000,-2.8819726,-2.950843,11.832703,1.0
1449836000,2.1008854,2.1510863,11.832703,1.0
1449840000,-3.8559053,-3.9480822,11.832703,1.0
1449848000,2.3896155,2.4467177,11.832703,1.0
1449852000,1.9468058,1.9933524,11.832703,1.0
1449856000,-1.3342234,-1.3661158,11.832703,1.0
1449860000,-1.395945,-1.4293072,11.832703,1.0
1449868000,1.5400935,1.576885,11.832703,1.0
1449872000,-2.031224,-2.0797865,11.832703,1.0
1449876000,2.0038495,2.051737,11.832703,1.0
1449884000,-2.2088766,-2.261679,11.832703,1.0
1449888000,-1.6388932,-1.67806,11.832703,1.0
1449892000,-3.098449,-3.1725006,11.832703,1.0
1449896000,-1.1366569,-1.1638198,11.832703,1.0
1449904000,1.5498383,1.5868852,11.832703,1.0
1449908000,2.2156107,2.2685573,11.832703,1.0
1449912000,2.591885,2.653822,11.832703,1.0
1449916000,-0.65552795,-0.67119324,11.832703,1.0
1449920000,1.9987108,2.0464685,11.832703,1.0
1449924000,3.339501,3.419312,11.832703,1.0
1449928000,3.5993884,3.68541,11.832703,1.0
1449932000,-1.6370084,-1.6761355,11.832703,1.0
1449936000,0.27737308,0.2839999,11.832703,1.0
1449940000,-3.2870293,-3.3655844,11.832703,1.0
1449944000,-2.8224447,-2.8899078,11.832703,1.0
1449952000,1.6138976,1.6524731,11.832703,1.0
1449956000,3.0531833,3.1261544,11.832703,1.0
1449960000,-1.8106678,-1.8539435,11.832703,1.0
1449964000,1.5712675,1.6088185,11.832703,1.0
1449972000,2.7614298,2.827443,11.832703,1.0
1449976000,-2.6061614,-2.6684473,11.832703,1.0
1449980000,-4.528038,-4.63629,11.832703,1.0
1449984000,-3.3057103,-3.3846827,11.832703,1.0
1449988000,-2.8986905,-2.9679823,11.832703,1.0
1449992000,2.2411356,2.2947176,11.832703,1.0
1449996000,0.91831917,0.9402655,11.832703,1.0
1450000000,3.4986768,3.5823035,11.832703,1.0
1450004000,1.2460102,1.2757854,11.832703,1.0
1450008000,-3.2636983,-3.341689,11.832703,1.0
1450016000,-1.512443,-1.5485909,11.832703,1.0
1450020000,2.0151844,2.0633383,11.832703,1.0
1450024000,3.033442,3.1059256,11.832703,1.0
1450028000,-1.6624043,-1.702122,11.832703,1.0
1450036000,-1.2005844,-1.2292727,11.832703,1.0
1450040000,1.146429,1.1738323,11.832703,1.0
1450048000,-1.343232,-1.375331,11.832703,1.0
1450052000,-3.5099196,-3.5937977,11.832703,1.0
1450056000,2.3426497,2.3986368,11.832703,1.0
1450060000,2.1508517,2.2022493,11.832703,1.0
1450068000,0.6411058,0.65643245,11.832703,1.0
1450072000,-3.3297577,-3.4093478,11.832703,1.0
1450076000,2.6589224,2.7224762,11.832703,1.0
1450080000,-1.5948088,-1.632928,11.832703,1.0
1450084000,0.91036,0.932116,11.832703,1.0
1450088000,-1.0977653,-1.124,11.832703,1.0
1450096000,4.184242,4.284221,11.832703,1.0
1450100000,-1.3723572,-1.4051421,11.832703,1.0
1450104000,-1.8798405,-1.9247468,11.832703,1.0
1450108000,-3.575629,-3.661074,11.832703,1.0
1450112000,3.9963589,4.091848,11.832703,1.0
1450120000,1.9751337,2.0223289,11.832703,1.0
1450124000,-3.4560242,-3.5385838,11.832703,1.0
1450128000,-2.434462,-2.4926434,11.832703,1.0
1450132000,-0.6568414,-0.6725452,11.832703,1.0
1450140000,-2.2629523,-2.31704,11.832703,1.0
1450148000,-1.9548135,-2.0015335,11.832703,1.0
1450152000,3.590191,3.675977,11.832703,1.0
1450160000,3.8041687,3.8950834,11.832703,1.0
1450164000,3.7286026,3.8177319,11.832703,1.0
1450168000,2.2413943,2.2949634,11.832703,1.0
1450172000,-2.7999873,-2.8668668,11.832703,1.0
1450176000,-3.7160568,-3.8048983,11.832703,1.0
1450180000,1.0154144,1.0396825,11.832703,1.0
1450184000,-1.2341527,-1.26365,11.832703,1.0
1450192000,-0.947657,-0.970311,11.832703,1.0
1450196000,-3.4913526,-3.5748072,11.832703,1.0
1450200000,0.58602166,0.6000289,11.832703,1.0
1450204000,-3.0383606,-3.1109684,11.832703,1.0
1450212000,-1.044819,-1.0697867,11.832703,1.0
1450216000,-2.9923022,-3.0638323,11.832703,1.0
1450220000,1.6323442,1.6713514,11.832703,1.0
1450224000,1.8711303,1.915864,11.832703,1.0
1450232000,-3.4483094,-3.530724,11.832703,1.0
1450236000,-1.3147117,-1.346133,11.832703,1.0
1450240000,-2.8285568,-2.8961415,11.832703,1.0
1450244000,-2.4579725,-2.516699,11.832703,1.0
1450248000,3.5867183,3.6724303,11.832703,1.0
1450252000,2.4646318,2.5235426,11.832703,1.0
1450260000,1.7416517,1.7832861,11.832703,1.0
1450264000,-3.8149545,-3.9061403,11.832703,1.0
1450268000,1.7186966,1.7597764,11.832703,1.0
1450276000,2.4337587,2.491939,11.832703,1.0
1450280000,-4.5401864,-4.648718,11.832703,1.0
1450284000,3.026838,3.099189,11.832703,1.0
1450288000,-2.2059526,-2.258684,11.832703,1.0
1450292000,-2.5449562,-2.6057591,11.832703,1.0
1450296000,3.1529522,3.2282982,11.832703,1.0
1450300000,-2.8685534,-2.9371235,11.832703,1.0
1450308000,-0.87642306,-0.8973709,11.832703,1.0
1450316000,-2.1695876,-2.2214384,11.832703,1.0
1450324000,-2.737568,-2.803012,11.832703,1.0
1450328000,-1.3604538,-1.3929595,11.832703,1.0
1450332000,-1.0074154,-1.0314972,11.832703,1.0
